"Time","Ciudad Vieja","Punta Carretas","Curva de Maroñas","La Blanqueada","Prado","Lezica","Casavalle","Carrasco","Manga","Cerro","Malvín","La Esperanza","Santiago Vázquez","Colón","Paso de la Arena","Chacarita"
2025-02-05 10:12:05,,,,,,,,,,,,,,0.00,,
2025-02-05 10:12:05,,,,,,,,,,0.00,,,,,,
2025-02-05 10:12:12,,,,,,0.51,,,,,,,,,,
2025-02-05 10:12:21,,,0.00,,,,,,,,,,,,0.25,
2025-02-05 10:12:22,,15.24,,,,,,,,,,,,,,
2025-02-05 10:12:58,,,,,1.78,,,,,,,,,,,
2025-02-05 10:13:06,0.00,,,,,,,,,,,,,,,
2025-02-05 10:13:10,,,,,,,,,0.00,,,,,,,
2025-02-05 10:13:33,,,,,,,,7.11,,,,,,,,
2025-02-05 10:14:22,,,,,,,,,,,,,0.00,,,
2025-02-05 10:15:15,,,,,,,,,,,,1.52,,,,
2025-02-05 10:15:37,,,,,,,,,,,,,,,,2.03
2025-02-05 10:16:32,,,,,,,1.02,,,,,,,,,
2025-02-05 10:16:45,,,,,,,,,,,0.00,,,,,
2025-02-05 10:16:59,,,,3.05,,,,,,,,,,,,
2025-02-05 10:17:05,,,,,,,,,,,,,,0.00,,
2025-02-05 10:17:05,,,,,,,,,,0.00,,,,,,
2025-02-05 10:17:12,,,,,,0.51,,,,,,,,,,
2025-02-05 10:17:21,,,0.00,,,,,,,,,,,,,
2025-02-05 10:17:22,,15.24,,,,,,,,,,,,,0.25,
2025-02-05 10:17:58,,,,,1.78,,,,,,,,,,,
2025-02-05 10:18:06,0.00,,,,,,,,,,,,,,,
2025-02-05 10:18:10,,,,,,,,,0.00,,,,,,,
2025-02-05 10:18:33,,,,,,,,7.37,,,,,,,,
2025-02-05 10:19:22,,,,,,,,,,,,,0.00,,,
2025-02-05 10:20:15,,,,,,,,,,,,1.52,,,,
2025-02-05 10:20:37,,,,,,,,,,,,,,,,2.29
2025-02-05 10:21:32,,,,,,,1.02,,,,,,,,,
2025-02-05 10:21:45,,,,,,,,,,,0.00,,,,,
2025-02-05 10:21:59,,,,3.05,,,,,,,,,,,,
2025-02-05 10:22:05,,,,,,,,,,,,,,0.00,,
2025-02-05 10:22:05,,,,,,,,,,0.00,,,,,,
2025-02-05 10:22:12,,,,,,0.51,,,,,,,,,,
2025-02-05 10:22:21,,,0.00,,,,,,,,,,,,,
2025-02-05 10:22:22,,15.75,,,,,,,,,,,,,0.25,
2025-02-05 10:22:58,,,,,2.03,,,,,,,,,,,
2025-02-05 10:23:06,0.00,,,,,,,,,,,,,,,
2025-02-05 10:23:10,,,,,,,,,0.00,,,,,,,
2025-02-05 10:23:33,,,,,,,,7.37,,,,,,,,
2025-02-05 10:24:22,,,,,,,,,,,,,0.00,,,
2025-02-05 10:25:15,,,,,,,,,,,,1.78,,,,
2025-02-05 10:25:37,,,,,,,,,,,,,,,,2.54
2025-02-05 10:26:32,,,,,,,1.02,,,,,,,,,
2025-02-05 10:26:45,,,,,,,,,,,0.00,,,,,
2025-02-05 10:26:59,,,,3.05,,,,,,,,,,,,
2025-02-05 10:27:05,,,,,,,,,,,,,,0.00,,
2025-02-05 10:27:05,,,,,,,,,,0.00,,,,,,
2025-02-05 10:27:12,,,,,,0.51,,,,,,,,,,
2025-02-05 10:27:21,,,0.00,,,,,,,,,,,,,
2025-02-05 10:27:22,,15.75,,,,,,,,,,,,,0.51,
2025-02-05 10:27:58,,,,,2.03,,,,,,,,,,,
2025-02-05 10:28:06,0.00,,,,,,,,,,,,,,,
2025-02-05 10:28:10,,,,,,,,,0.00,,,,,,,
2025-02-05 10:28:33,,,,,,,,7.62,,,,,,,,
2025-02-05 10:29:22,,,,,,,,,,,,,0.00,,,
2025-02-05 10:30:15,,,,,,,,,,,,2.03,,,,
2025-02-05 10:30:37,,,,,,,,,,,,,,,,2.54
2025-02-05 10:31:32,,,,,,,1.02,,,,,,,,,
2025-02-05 10:31:45,,,,,,,,,,,0.00,,,,,
2025-02-05 10:31:59,,,,3.30,,,,,,,,,,,,
2025-02-05 10:32:05,,,,,,,,,,,,,,0.00,,
2025-02-05 10:32:05,,,,,,,,,,0.00,,,,,,
2025-02-05 10:32:12,,,,,,0.51,,,,,,,,,,
2025-02-05 10:32:22,,16.00,0.00,,,,,,,,,,,,0.51,
2025-02-05 10:32:58,,,,,2.03,,,,,,,,,,,
2025-02-05 10:33:06,0.00,,,,,,,,,,,,,,,
2025-02-05 10:33:10,,,,,,,,,0.00,,,,,,,
2025-02-05 10:33:33,,,,,,,,7.87,,,,,,,,
2025-02-05 10:34:22,,,,,,,,,,,,,0.00,,,
2025-02-05 10:35:15,,,,,,,,,,,,2.03,,,,
2025-02-05 10:35:37,,,,,,,,,,,,,,,,2.79
2025-02-05 10:36:32,,,,,,,1.02,,,,,,,,,
2025-02-05 10:36:45,,,,,,,,,,,0.00,,,,,
2025-02-05 10:36:59,,,,3.56,,,,,,,,,,,,
