"Time","Ciudad Vieja","Punta Carretas","Curva de Maroñas","La Blanqueada","Prado","Lezica","Casavalle","Carrasco","Manga","Cerro","Malvín","La Esperanza","Santiago Vázquez","Colón","Paso de la Arena"
2024-12-06 00:56:02,,,,,,,,,,,,0.00,,,
2024-12-06 00:56:15,,,,,,,,,,,,,,0.00,
2024-12-06 00:56:33,,0.00,0.00,,,,,,,,,,,,0.00
2024-12-06 00:56:53,,,,0.00,,,,,,,,,,,
2024-12-06 00:57:07,0.00,,,,,,,,,,,,,,
2024-12-06 00:57:25,,,,,,,,,0.00,,,,,,
2024-12-06 00:59:02,,,,,,,0.00,,,,,,,,
2024-12-06 00:59:55,,,,,,,,,,,,,0.00,,
2024-12-06 00:59:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:00:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:00:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:00:37,,,,,,0.00,,,,,,,,,
2024-12-06 01:01:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:01:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:01:15,,,,,,,,,,,,,,0.00,
2024-12-06 01:01:33,,,,,,,,,,,,,,,0.00
2024-12-06 01:01:34,,,0.00,,,,,,,,,,,,
2024-12-06 01:01:36,,0.00,,,,,,,,,,,,,
2024-12-06 01:01:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:02:07,0.00,,,,,,,,,,,,,,
2024-12-06 01:02:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:04:02,,,,,,,0.00,,,,,,,,
2024-12-06 01:04:55,,,,,,,,,,,,,0.00,,
2024-12-06 01:04:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:05:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:05:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:05:37,,,,,,0.00,,,,,,,,,
2024-12-06 01:06:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:06:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:06:15,,,,,,,,,,,,,,0.00,
2024-12-06 01:06:33,,0.00,,,,,,,,,,,,,0.00
2024-12-06 01:06:34,,,0.00,,,,,,,,,,,,
2024-12-06 01:06:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:07:09,0.00,,,,,,,,,,,,,,
2024-12-06 01:07:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:09:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:09:55,,,,,,,,,,,,,0.00,,
2024-12-06 01:09:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:10:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:10:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:10:37,,,,,,0.00,,,,,,,,,
2024-12-06 01:11:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:11:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:11:15,,,,,,,,,,,,,,0.00,
2024-12-06 01:11:33,,0.00,,,,,,,,,,,,,0.00
2024-12-06 01:11:34,,,0.00,,,,,,,,,,,,
2024-12-06 01:11:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:12:07,0.00,,,,,,,,,,,,,,
2024-12-06 01:12:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:14:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:14:55,,,,,,,,,,,,,0.00,,
2024-12-06 01:14:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:15:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:15:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:15:37,,,,,,0.00,,,,,,,,,
2024-12-06 01:16:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:16:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:16:15,,,,,,,,,,,,,,0.00,
2024-12-06 01:16:33,,0.00,,,,,,,,,,,,,0.00
2024-12-06 01:16:34,,,0.00,,,,,,,,,,,,
2024-12-06 01:16:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:17:07,0.00,,,,,,,,,,,,,,
2024-12-06 01:17:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:19:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:19:55,,,,,,,,,,,,,0.00,,
2024-12-06 01:19:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:20:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:20:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:20:38,,,,,,0.00,,,,,,,,,
2024-12-06 01:21:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:21:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:21:15,,,,,,,,,,,,,,0.00,
2024-12-06 01:21:33,,0.00,,,,,,,,,,,,,0.00
2024-12-06 01:21:34,,,0.00,,,,,,,,,,,,
2024-12-06 01:21:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:22:08,0.00,,,,,,,,,,,,,,
2024-12-06 01:22:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:24:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:24:56,,,,,,,,,,,,,0.00,,
2024-12-06 01:24:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:25:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:25:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:25:38,,,,,,0.00,,,,,,,,,
2024-12-06 01:26:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:26:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:26:16,,,,,,,,,,,,,,0.00,
2024-12-06 01:26:33,,,,,,,,,,,,,,,0.00
2024-12-06 01:26:34,,0.00,0.00,,,,,,,,,,,,
